FID,geom,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,name,shop,toilets:wheelchair,wheelchair,osm_id,osm_type,editlink,tutoriallink,building,official_name,source:addr,source:geometry,collection_times,opening_hours,operator,operator:wikidata,brand,brand:wikidata,brand:wikipedia,operator:wikipedia,source,heritage,image,check_date,building:flats,check_date:opening_hours,branch,ref,phone,contact:website,parcel_locker:type,parcel_mail_in,parcel_pickup,surveillance,website,postal_code,not:operator:wikidata,note,created_by,description,email,atm,post_office:type,alt_name,short_name,level,post_office:brand,post_office:letter,post_office:parcel_from,post_office:service_provider,post_office:stamps,ref:deutsche_post,lottery,tenant,fax,update,type,contact:email,payment:cash,payment:credit_cards,payment:debit_cards,wheelchair:description,opening_hours:covid19,indoor,disused:shop,old_name,old_phone,contact:phone,lastcheck,post_office,toys:model_railway,last_check,payment:coins,payment:maestro,payment:notes,internet_access,payment:girocard,object:city,object:country,object:housenumber,object:street,survey:date,fixme,object:postcode,ref:shop:num,refrigerated,colour,packstation_type,addr:floor,dispensing,app_operated,display_operated,label_printer,name:de,start_date,payment:postcard
OSM_MRN_amenity_post_office_4326_Point.54,POINT (8.708539 49.560651),,,,,,,post_office,Deutsche Post,,,,1033308800,node,https://www.openstreetmap.org/node/1033308800,https://learnosm.org/de/beginner/,,,,,,"Mo,Th 09:00-12:00, Mo-Fr 14:30-17:30, Sa 10:00-13:00",Deutsche Post,Q157645,Deutsche Post,Q157645,en:Deutsche Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.55,POINT (8.3740103 49.3859747),,,2,,Ludwigstraße,,post_office,Deutsche Post,,,no,1144089041,node,https://www.openstreetmap.org/node/1144089041,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-12:30,14:00-18:00; Sa 09:00-13:00",Deutsche Post,Q157645,Deutsche Post,Q157645,en:Deutsche Post,de:Deutsche Post AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.56,POINT (8.3796911 49.4551626),,,,,,,post_office,Post Service Filiale  Ludwigshafen-Maudach,,,no,1193675679,node,https://www.openstreetmap.org/node/1193675679,https://learnosm.org/de/beginner/,,,,,,"Mo-We,Fr,Sa 10:00-13:00; Th 15:00-18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.57,POINT (8.2993392 49.1507634),,,,76761,,,post_office,Milz,,,,1250781897,node,https://www.openstreetmap.org/node/1250781897,https://learnosm.org/de/beginner/,,,,,,"Mo-Sa 09:00-12:00; Mo-Fr 14:00-18:00; Su,PH off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deutsche Post,Deutsche Post,DHL,Deutsche Post;DHL,Deutsche Post,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.58,POINT (8.9449174 49.3544746),Reichartshausen,DE,3,74934,Rathausstraße,,post_office,KOMM-IN,,,yes,1260133384,node,https://www.openstreetmap.org/node/1260133384,https://learnosm.org/de/beginner/,,,,,,,,,Deutsche Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.59,POINT (8.4839056 49.5301868),,,,,,,parcel_locker,Bauhaus Abholstation,,,,1312959498,node,https://www.openstreetmap.org/node/1312959498,https://learnosm.org/de/beginner/,,,,,,24/7,,,Bauhaus,,,,,,,2024-11-20,,,,,,,cabinet,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.60,POINT (8.2802417 49.677105),Worms,DE,3,67550,Fronstraße,Abenheim,post_office,Postfiliale Koch Baugeräte,,,,1317279809,node,https://www.openstreetmap.org/node/1317279809,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.61,POINT (9.1409391 49.3505544),,,,,,,post_office,Hauptpostamt,,,yes,1335419327,node,https://www.openstreetmap.org/node/1335419327,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-12:30,13:30-18:00; Sa 09:00-12:00",Deutsche Post,Q157645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.62,POINT (8.6338998 49.634478),,,,,,,post_office,Kiosk am Kreisel,kiosk,,,1340954011,node,https://www.openstreetmap.org/node/1340954011,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.63,POINT (7.9627277 49.203155),,,,,,,post_office,Chr. Doll K. G.,,,yes,1347108667,node,https://www.openstreetmap.org/node/1347108667,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.64,POINT (8.7608476 49.6241276),,,,,,,post_office,Hermes Paket-Shop,,,limited,1371140977,node,https://www.openstreetmap.org/node/1371140977,https://learnosm.org/de/beginner/,,,,,,,Hermes,Q1613532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.65,POINT (9.3587783 49.58309),,,29,,Hornbacher Straße,,post_office,Post und mehr - Lettershop,,,limited,1446981632,node,https://www.openstreetmap.org/node/1446981632,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.66,POINT (8.7360735 49.2823202),,,,,,,post_office,Post,,,limited,1475043813,node,https://www.openstreetmap.org/node/1475043813,https://learnosm.org/de/beginner/,,Postfiliale 521,,,,"Mo-Fr 09:00-12:00,15:00-18:00; Sa 09:00-12:00; PH off",Deutsche Post,Q157645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.67,POINT (8.4295198 49.4821707),,,,,,,post_office,Hermes Paketshop,,,,1485626484,node,https://www.openstreetmap.org/node/1485626484,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 07:00-19:00; Sa 08:00-18:00; PH,Su off",Hermes,Q1613532,Hermes Paketshop,Q1613532,en:Hermes Group,en:Hermes Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.68,POINT (8.7582382 49.6248932),,,,,,,post_office,Postfiliale Rimbach,,,no,1519843212,node,https://www.openstreetmap.org/node/1519843212,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-12:00,14:30-17:30; Tu,Sa 09:00-12:00",A.J.F. Schmitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.69,POINT (8.7567781 49.6261133),,,,,,,post_office,GLS-Paket-Annahmestelle,,,,1536617811,node,https://www.openstreetmap.org/node/1536617811,https://learnosm.org/de/beginner/,,,,,,,General Logistics Systems Germany,Q46495823,GLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Günter Schwarz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.70,POINT (8.4793111 49.4868397),,,,,,,post_office,Bücherkabinett,books,,no,1558439112,node,https://www.openstreetmap.org/node/1558439112,https://learnosm.org/de/beginner/,,,,,,"Mo,Tu,Th,Fr 08:00-18:30; We,Sa 08:30-13:00",,,,,,,,,https://commons.wikimedia.org/wiki/File:B%C3%BCcherkabinett_Mannheim-Oststadt.jpg,,,,,,+49 621 412258,,,,,,http://www.buecherkabinett-mannheim.de/,,,,,,buecherkabinett.mannheim@yahoo.de,,,,,,,,,,,,,,+49 621 417837,03.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.71,POINT (9.4730167 49.6104733),,,,,,,post_office,Post-Shop,,,yes,1584748247,node,https://www.openstreetmap.org/node/1584748247,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.72,POINT (8.6617542 49.4995891),,,,,,,post_office,Getränke-Butt,,,yes,1586576801,node,https://www.openstreetmap.org/node/1586576801,https://learnosm.org/de/beginner/,,,,,,"Mo,Tu,Th,Fr 08:00-12:30,15:00-18:00; We 08:00-12:30; Sa 08:00-13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.73,POINT (8.7831141 49.2796689),Dielheim,,69,69234,Ortsstraße,,post_office,Ypps,kiosk,,,1594867313,node,https://www.openstreetmap.org/node/1594867313,https://learnosm.org/de/beginner/,,,,,,"Mo-Sa 09:00-12:00, Mo-Fr 15:00-18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.74,POINT (8.4947707 49.4533434),,,,,,,post_office,Quelle Shop mit Postargentur,clothes,,limited,1596586135,node,https://www.openstreetmap.org/node/1596586135,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.75,POINT (8.6801165 49.3734491),Heidelberg,DE,21,69126,Freiburger Straße,,post_office,Hermes Paket Shop,,,yes,1627286627,node,https://www.openstreetmap.org/node/1627286627,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 08:00-12:30; Mo-Tu,Th-Fr 15:00-18:30; Sa 08:30-13:00",Hermes,Q1613532,Hermes Paketshop,,,en:EvRi Europe GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post.Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.76,POINT (8.4735107 49.4825041),Mannheim,,2,68165,Moltkestraße,,post_office,Postfiliale 501,stationery,,yes,1631559956,node,https://www.openstreetmap.org/node/1631559956,https://learnosm.org/de/beginner/,,,,,,Mo-Fr 9:00-12:00; Mo-Fr 14:00-18:00; Sa 9:00-13:00,SU Post & Handel GmbH,,,,,,,,,,,,,,,,,,,,https://www.post-handel.de,,,,,,,,,,,0,,,,,,,,,,,,info@post-handel.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.77,POINT (8.3523216 49.5350769),,,,,,,post_office,Deutsche Post,,,yes,1681841818,node,https://www.openstreetmap.org/node/1681841818,https://learnosm.org/de/beginner/,,,,,,,Deutsche Post,Q157645,Deutsche Post,Q157645,en:Deutsche Post,de:Deutsche Post AG,,,,2024-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.78,POINT (8.6525094 49.5907809),Hemsbach,DE,6,69502,Grabenstraße,,post_office,Deutsche Post Filiale 547 Post & More II,,,yes,1750441376,node,https://www.openstreetmap.org/node/1750441376,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 08:30-12:30,14:00-18:00; Sa 08:30-12:30; Su off",,,,,,,,,,2024-08-09,,2022-05-29,,,0228 4333112,,,,,,https://www.deutschepost.de/de/s/standorte.html?objectid=4314307&isFeedbackDeeplink=true&template=locationdetail,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.79,POINT (8.5366111 49.3630471),Ketsch,,12,68775,Böttgerstraße,,post_office,Löwenherz Post Filiale,,,yes,1779070483,node,https://www.openstreetmap.org/node/1779070483,https://learnosm.org/de/beginner/,,,,,,"Mo,Di,Do,Fr: 09:00-12:30 + 14:30-17:30, Mi,Sa: 9:00-12:00",Ömer Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.80,POINT (8.6823664 49.432828),Heidelberg,,103,69121,Dossenheimer Landstraße,,post_office,DPD,,,no,1785446635,node,https://www.openstreetmap.org/node/1785446635,https://learnosm.org/de/beginner/,,,,,,Mo-Sa 16:00-21:00,Video-Point,,DPD,Q541030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.81,POINT (8.6865173 49.4277375),Heidelberg,,11,69121,Dossenheimer Landstraße,,post_office,Schreibwaren und mehr,stationery,,no,1793436356,node,https://www.openstreetmap.org/node/1793436356,https://learnosm.org/de/beginner/,,,,,,"Mo-Sa 07:30-13:00, Mo-Fr 15:00-18:30",Peter Hofmann,,Hermes Paketshop,,,,,,,,,,,,+49 6221 7570938,,,,,,,,Q1613532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.82,POINT (8.6885194 49.4044497),Heidelberg,DE,22,69115,Blumenstraße,,post_office,Schreibwaren Dumbeck,stationery,,yes,1795040559,node,https://www.openstreetmap.org/node/1795040559,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 08:00-13:00,15:00-18:00; Sa 08:00-12:30",Deutsche Post,Q157645,Deutsche Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.83,POINT (8.6846545 49.4024626),,,,,,,post_office,Waschsalon Rosie,,,yes,1795101650,node,https://www.openstreetmap.org/node/1795101650,https://learnosm.org/de/beginner/,,,,,,"Mo-Sa 09:00-13:00, Tu,Fr 14:00-18:00",Rosie,,Hermes Paketshop,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.84,POINT (8.6588755 49.3805544),Heidelberg,DE,28,69124,Schwarzwaldstraße,,post_office,Totto - Lotto Bridi,,,yes,1812618619,node,https://www.openstreetmap.org/node/1812618619,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 6:00-13:00,15:00-18:30; Sa 06:00-13:00",Bridi,,Hermes Paketshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.85,POINT (8.5882667 49.4532832),,,,,,,post_office,empire;Adler,video;clothes,,,1835676522,node,https://www.openstreetmap.org/node/1835676522,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.86,POINT (8.6564549 49.5123832),,,,,,,post_office,Schumann,kiosk,,,1848276551,node,https://www.openstreetmap.org/node/1848276551,https://learnosm.org/de/beginner/,,,,,,"Mo,We-Fr 08:00-12:00,15:00-18:00; Tu 08:00-12:00; Sa 08:00-13:00",,,,,,,knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.87,POINT (8.6313355 49.2636543),,,,,,,post_office,Postfiliale Ullis Lädl,,,no,1890072205,node,https://www.openstreetmap.org/node/1890072205,https://learnosm.org/de/beginner/,,,,,,Mo-Sa 08:00-12:30; Mo-Fr 15:00-18:00,Ullis Lädl,,,,,,,,,,,,,,+49 6227 839067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.88,POINT (8.631214 49.2709586),,,,,,,post_office,DPD Paket-Shop,,,,1892166444,node,https://www.openstreetmap.org/node/1892166444,https://learnosm.org/de/beginner/,,,,,,,Spiess Elektro Markt GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.89,POINT (8.3942273 49.4228836),Limburgerhof,DE,14,67117,Burgunder Platz,,post_office,Armin Horwedel,,,yes,1892234716,node,https://www.openstreetmap.org/node/1892234716,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,2025-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.90,POINT (8.168863 49.5608031),Grünstadt,DE,39,67269,Kirchheimer Straße,,post_office,Post im Kaufland,,yes,yes,1898291498,node,https://www.openstreetmap.org/node/1898291498,https://learnosm.org/de/beginner/,,,,,,,Deutsche Post,Q157645,,,,,,,,,,,,,+49 6359 94690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barrierefreier Eingang und Behindertentoilette vorhanden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.91,POINT (8.3533697 49.5815276),,,,,,,post_office,KKiosk-Postfiliale,,,yes,1908445436,node,https://www.openstreetmap.org/node/1908445436,https://learnosm.org/de/beginner/,,,,,,Mo-Sa 08:00-20:00; PH off,Deutsche Post,,,,,,,,,2024-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.92,POINT (9.1050802 49.3433042),Mosbach,,2,74821,Im Brühl,,post_office,Postfiliale Elektro-Müller GmbH,,,,2021350541,node,https://www.openstreetmap.org/node/2021350541,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.93,POINT (8.9243244 49.3931281),,,,,,,post_office,Landhäusle,gift,,,2134143052,node,https://www.openstreetmap.org/node/2134143052,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.94,POINT (8.2669831 49.4822085),,,,,,,post_office,Postfiliale Becker,convenience,,,2147483647,node,https://www.openstreetmap.org/node/2156655030,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.95,POINT (8.3897973 49.3117746),,,,,,,post_office,Blütenzauber. Lesen und Schreiben.,,,limited,2147483647,node,https://www.openstreetmap.org/node/2171133201,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-12:00,14:00-18:00; Sa 09:00-13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.96,POINT (8.4702793 49.4978935),,,,,,,post_office,Foto Sturm,,,,2147483647,node,https://www.openstreetmap.org/node/2195542577,https://learnosm.org/de/beginner/,,,,,,,,,Hermes Paketshop,Q1613532,en:Hermes Group,,,,,,,,,,+49 621 331223,,,,,,https://www.foto-sturm.de,,,,,,,,,,,,,,,,,,,,+49 621 372198,,,,,,,,"Mo,We,Fr 09:30-13:00; Tu,Th 09:30-13:00,15:00-17:00; Sa off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.97,POINT (8.5316358 49.4442524),,,,,,,post_office,Magin Landbäckerei,bakery,,,2147483647,node,https://www.openstreetmap.org/node/2228127369,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.98,POINT (8.6220605 49.6335883),,,,,,,post_office,Hermes Annahmestelle,,,,2147483647,node,https://www.openstreetmap.org/node/2284338576,https://learnosm.org/de/beginner/,,,,,,,HERMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.99,POINT (8.6189867 49.6389246),,,,,,,parcel_locker,DHL Packstation,,,,2147483647,node,https://www.openstreetmap.org/node/2284373309,https://learnosm.org/de/beginner/,,,,,,,DHL,Q489815,DHL Packstation,Q1766703,,,,,,,,,,,,,,yes,,,,,,DHL Abholstation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.100,POINT (8.8963451 49.4425721),,,,,,,post_office,Service Point Hirschhorn,,,limited,2147483647,node,https://www.openstreetmap.org/node/2308767064,https://learnosm.org/de/beginner/,,,,,16:30,Mo-Fr 05:00-18:00; Sa 06:00-14:00; Su 06:00-12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.101,POINT (8.8369546 49.4079511),,,,,,,post_office,Geschenke Villa,gift,,limited,2147483647,node,https://www.openstreetmap.org/node/2309409825,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.102,POINT (8.7823668 49.6838557),,,,,,,post_office,Deutsche Post,,,,2147483647,node,https://www.openstreetmap.org/node/2313977765,https://learnosm.org/de/beginner/,,,,,,,Deutsche Post,Q157645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.103,POINT (8.9849765 49.4647831),,,,,,,parcel_locker,Packstation 110,,,yes,2147483647,node,https://www.openstreetmap.org/node/2374361446,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,de:Packstation,de:DHL,,,,2022-07-28,,,,110,,,cabinet,yes,yes,,https://www.packstation.de/,69412,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.104,POINT (8.5272102 49.4333022),,,,,,,post_office,Erwin Feininger Schreibwaren und Postfiliale,stationery,,yes,2147483647,node,https://www.openstreetmap.org/node/2377690327,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Feininger_Mannheim-Rheinau.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.105,POINT (8.4972241 49.5210039),,,,,,,post_office,Hermes PaketShop,,,,2147483647,node,https://www.openstreetmap.org/node/2379993737,https://learnosm.org/de/beginner/,,,,,,"Mo-Sa 09:00-12:30, Mo,Tu,Th,Fr 15:00-18:00",Hermes Logistik Gruppe Deutschland,,Hermes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bicycle,Zweirad Ziegler,+49 621 752274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.106,POINT (8.6050146 49.5049141),,,,,,,post_office,Postfiliale/Schuhhaus Schulz,shoes,,,2147483647,node,https://www.openstreetmap.org/node/2382073658,https://learnosm.org/de/beginner/,,,,,,,Schulz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.107,POINT (8.5923877 49.3917652),,,,,,,post_office,C-fashion,clothes,,yes,2147483647,node,https://www.openstreetmap.org/node/2395858054,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-12:00,14:00-18:00; Sa 09:00-12:00",,,,,,,,,,,,,,,+49 6202 924848,,,,,,https://www.c-fashion.de/,,,,,,mail@c-fashion.de,,,,,,,,,,,,,,+49 6202 924850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.108,POINT (8.6652745 49.4542508),,,,,,,post_office,TABAC & Co.,newsagent,,yes,2147483647,node,https://www.openstreetmap.org/node/2411655360,https://learnosm.org/de/beginner/,,,,,,Mo-Sa 08:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 6221 7273030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.109,POINT (8.9196738 49.2991655),,,,,,,post_office,Deutsche Post Filiale 629,,,,2147483647,node,https://www.openstreetmap.org/node/2476314301,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,2023-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
