Geografische Koordinaten;ID;Spielgerätename;Spielgeräteart;Stadtbezirk Nr.;Stadtbezirk;Statistischer Bezirk Nr.;Statistischer Bezirk;Unterbezirk Nr.;Unterbezirk;Sozialraum Nr.;Sozialraum;Aktionsraum Nr;Aktionsraum
51.5003001546, 7.4637771644;1604;Balancierbalken 3;Balanciergeräte;30;Innenstadt-Ost;090;Ruhrallee;091;Ruhrallee West;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.5011732208, 7.5567957519;1606;Balancierwurm;Balanciergeräte;4;Aplerbeck;410;Aplerbeck;412;Marsbruchstraße;071;Aplerbeck;;
51.5001428695, 7.4637188216;1610;Tellerbalance;Balanciergeräte;30;Innenstadt-Ost;090;Ruhrallee;091;Ruhrallee West;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.5154112572, 7.5180730676;1611;"Federwippe ""Schildkröte"" 1";Wippen;3;Brackel;330;Wambel;332;Breierspfad;063;Wambel;;
51.4547001401, 7.4498242202;1616;Wippetier;Wippen;6;Hombruch;670;Kirchhörde-Löttringhausen;675;Kirchhörde-West;093;Kirchhörde/Löttringhausen/Lücklemberg;;
51.4999807336, 7.4020409725;1625;Bolzplatztore;Bolzplatztore;10;Innenstadt-West;030;Dorstfeld;033;Oberdorstfeld;014;Dorstfeld;014;Dorstfeld
51.4488177403, 7.4475800806;1630;Spielhaus mit Sandspiel;Spielhäuser;6;Hombruch;670;Kirchhörde-Löttringhausen;677;Löttringhausen-Süd;093;Kirchhörde/Löttringhausen/Lücklemberg;;
51.5242818069, 7.5251296954;1635;Klettergerät mit Rutsche;Klettergeräte;3;Brackel;330;Wambel;331;Wambel Dorf;063;Wambel;;
51.5748262953, 7.3943011316;1640;Wipptier;Wippen;9;Mengede;950;Schwieringhausen;953;Ellinghausen;122;Mengede/Oestrich/Schwieringhausen;;
51.5237603891, 7.5831913504;1647;"Federwippe ""Schildkröte"" 3";Wippen;3;Brackel;310;Asseln;314;Kolonie Holstein;061;Asseln;;
51.52374022, 7.5831488956;1650;"Federwippe ""Schildkröte"" 4";Wippen;3;Brackel;310;Asseln;314;Kolonie Holstein;061;Asseln;;
51.5381524615, 7.4433274477;1655;Großspielanlage mit Rutsche;Großspielanlagen;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.5381849733, 7.4432999183;1656;Klettersteine 1;Klettergeräte;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.4962304462, 7.4953347857;1660;Drehscheibe Pirat;Drehteller (Conlastic Schale u. ä. );5;Hörde;530;Hörde;531;Remberg;082;Hörde;082;Hörde
51.4964665265, 7.4947895118;1663;großes Balanciergerät;Balanciergeräte;5;Hörde;530;Hörde;531;Remberg;082;Hörde;082;Hörde
51.4963109802, 7.49496511;1665;3er Hüpfplatten;Sprunggeräte;5;Hörde;530;Hörde;531;Remberg;082;Hörde;082;Hörde
51.4963622234, 7.4950333485;1668;3er Wippbalken;Wippen;5;Hörde;530;Hörde;531;Remberg;082;Hörde;082;Hörde
51.4700520326, 7.4834774157;1672;Tischtennisplatte;Tischtennisplatten;5;Hörde;560;Wellinghofen;561;Wellinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4684721485, 7.4833673518;1673;Sandspielgerät;Sandspielgeräte;5;Hörde;560;Wellinghofen;561;Wellinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4706807121, 7.4833965767;1674;Klettergerät;Klettergeräte;5;Hörde;560;Wellinghofen;561;Wellinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4693724916, 7.5007373294;1675;Spielhaus 1;Spielhäuser;5;Hörde;560;Wellinghofen;561;Wellinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4695378251, 7.5005778398;1677;Reifenschwinger;Reifenschwinger;5;Hörde;560;Wellinghofen;561;Wellinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.548900216, 7.4851177517;1681;Tischtennisplatte;Tischtennisplatten;1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5013205817, 7.4211853185;1686;Sandspielgeräte;Sandspielgeräte;10;Innenstadt-West;030;Dorstfeld;032;Dorstfeld;014;Dorstfeld;014;Dorstfeld
51.4988352691, 7.4055766644;1687;Drehkreisel;Drehteller (Conlastic Schale u. ä. );10;Innenstadt-West;030;Dorstfeld;033;Oberdorstfeld;014;Dorstfeld;014;Dorstfeld
51.5101916682, 7.4478858394;1691;Kletterparcour mit Holzbau;Klettergeräte;10;Innenstadt-West;020;Dorstfelder Brücke;021;Westpark;013;Dorstfelder Brücke;013;Dorstfelder Brücke
51.4908625349, 7.4957653265;1693;Balanciergerät;Balanciergeräte;5;Hörde;530;Hörde;532;Hörde;082;Hörde;082;Hörde
51.5083133792, 7.4496934085;1699;Spielhaus Kleinkinder;Spielhäuser;10;Innenstadt-West;020;Dorstfelder Brücke;021;Westpark;013;Dorstfelder Brücke;013;Dorstfelder Brücke
51.5084708251, 7.4496310085;1700;Metallbank gelb;Sitzgelegenheiten;10;Innenstadt-West;020;Dorstfelder Brücke;021;Westpark;013;Dorstfelder Brücke;013;Dorstfelder Brücke
51.5122025696, 7.4441017544;1701;Brauner Wurm;Sitzgelegenheiten;10;Innenstadt-West;020;Dorstfelder Brücke;022;Dorstfelder Brücke;013;Dorstfelder Brücke;013;Dorstfelder Brücke
51.5122621487, 7.4442226527;1704;Sitzgelegenheit für Kinder;Sitzgelegenheiten;10;Innenstadt-West;020;Dorstfelder Brücke;022;Dorstfelder Brücke;013;Dorstfelder Brücke;013;Dorstfelder Brücke
51.4994602319, 7.3262683143;1712;Kletterwürfel;Klettergeräte;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.5064404174, 7.3424721941;1716;Sandkasten;Sandspielgeräte;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.4874497144, 7.3846519784;1718;Gummibrücke;Balanciergeräte;7;Lütgendortmund;750;Oespel;750;Oespel;104;Kley/Oespel;;
51.4836736915, 7.3807992677;1721;Sandfläche;Sandspielgeräte;7;Lütgendortmund;750;Oespel;750;Oespel;104;Kley/Oespel;;
51.4875046753, 7.3847910401;1722;Reckstangen;Reckstangen;7;Lütgendortmund;750;Oespel;750;Oespel;104;Kley/Oespel;;
51.4859246675, 7.4941640539;1724;Rutsche mit Podest;Rutschen;5;Hörde;530;Hörde;533;Phönix-West;082;Hörde;082;Hörde
51.4860017221, 7.4940894168;1725;3er Reckstangen;Reckstangen;5;Hörde;530;Hörde;533;Phönix-West;082;Hörde;082;Hörde
51.4857999592, 7.4939310164;1726;Wippe Motorrad 2;Wippen;5;Hörde;530;Hörde;533;Phönix-West;082;Hörde;082;Hörde
51.4859077196, 7.4949884031;1729;Tischtennisplatte;Tischtennisplatten;5;Hörde;530;Hörde;533;Phönix-West;082;Hörde;082;Hörde
51.4857699707, 7.4948540329;1732;Doppelwippe;Wippen;5;Hörde;530;Hörde;533;Phönix-West;082;Hörde;082;Hörde
51.4755666883, 7.439829378;1734;Wipptier;Wippen;6;Hombruch;650;Hombruch;651;Hombruch;091;Barop/Brünninghausen/Hombruch;;
51.4756548296, 7.4402262064;1737;Wippe Trio;Wippen;6;Hombruch;650;Hombruch;651;Hombruch;091;Barop/Brünninghausen/Hombruch;;
51.4859970706, 7.4942797005;1738;Wippetier;Wippen;5;Hörde;530;Hörde;533;Phönix-West;082;Hörde;082;Hörde
51.4906909236, 7.4957303078;1741;2er Reckstangen;Reckstangen;5;Hörde;530;Hörde;532;Hörde;082;Hörde;082;Hörde
51.4907261068, 7.4956887601;1742;Wippetier Pferd;Wippen;5;Hörde;530;Hörde;532;Hörde;082;Hörde;082;Hörde
51.4908066464, 7.4956201191;1746;große Burg mit Rutsche;Klettergeräte;5;Hörde;530;Hörde;532;Hörde;082;Hörde;082;Hörde
51.5040819555, 7.454494208;1750;Drehkreisel stehend;Drehteller (Conlastic Schale u. ä. );10;Innenstadt-West;010;Westfalenhalle;011;Westfalenhalle;012;Westfalenhalle;;
51.543874188, 7.3777509653;1753;Bank;Sitzgelegenheiten;9;Mengede;960;Westerfilde;960;Westerfilde;121;Bodelschwingh/Westerfilde;121;Bodelschwingh/Westerfilde
51.5004806354, 7.4554135992;1756;Drehteller;Drehteller (Conlastic Schale u. ä. );10;Innenstadt-West;010;Westfalenhalle;011;Westfalenhalle;012;Westfalenhalle;;
51.5001298284, 7.4557775825;1760;Tischtennisplatte;Tischtennisplatten;10;Innenstadt-West;010;Westfalenhalle;011;Westfalenhalle;012;Westfalenhalle;;
51.5002472028, 7.4558509561;1761;Tischtennisplatte;Tischtennisplatten;10;Innenstadt-West;010;Westfalenhalle;011;Westfalenhalle;012;Westfalenhalle;;
51.5039237259, 7.454459672;1765;Tischtennisplatte;Tischtennisplatten;10;Innenstadt-West;010;Westfalenhalle;011;Westfalenhalle;012;Westfalenhalle;;
51.5565113123, 7.4858832506;1768;Drehkreisel sitzend;Drehteller (Conlastic Schale u. ä. );1;Eving;120;Eving;124;Kemminghausen;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5564704489, 7.485825111;1769;Drehkreisel stehend;Drehteller (Conlastic Schale u. ä. );1;Eving;120;Eving;124;Kemminghausen;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.480315442, 7.4294925841;1774;Doppelschaukel;Schaukeln / Nestschaukeln;6;Hombruch;610;Barop;614;Baroper Markt;091;Barop/Brünninghausen/Hombruch;;
51.4778114018, 7.495237731;1780;Klettergerät mit Rutsche Schiff;Klettergeräte;5;Hörde;530;Hörde;534;Brücherhof;082;Hörde;082;Hörde
51.4973438357, 7.5120262104;1781;Doppelwippe;Wippen;5;Hörde;530;Hörde;531;Remberg;082;Hörde;082;Hörde
51.5531683092, 7.4671985376;1785;Sitzrose;Sitzgelegenheiten;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5530668878, 7.4668857404;1790;Balanciertier - Salamander am Hang;Balanciergeräte;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5530833458, 7.4676495098;1796;Wasserspielanlage 1;Wasserspielanlagen Pumpen Rinnen;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5527674485, 7.4675264306;1798;Wasserspielanlage - Teil 2;Wasserspielanlagen Pumpen Rinnen;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5191652618, 7.5269707087;1799;"Federwippe ""Geist"" 1";Wippen;3;Brackel;330;Wambel;332;Breierspfad;063;Wambel;;
51.5190806405, 7.5266023924;1800;2x Geisterbahnwagen mit Netz;Sitzgelegenheiten;3;Brackel;330;Wambel;332;Breierspfad;063;Wambel;;
51.4733649966, 7.5552953411;1805;"Wackelplatte ""Warnbake""";Wippen;4;Aplerbeck;410;Aplerbeck;416;Aplerbecker Mark;071;Aplerbeck;;
51.4920433401, 7.5545021643;1806;Seilspielgerät mit Rutsche;Klettergeräte;4;Aplerbeck;410;Aplerbeck;413;Aplerbecker Markt;071;Aplerbeck;;
51.5430707294, 7.6248800925;1807;Calisthenics-Gerät;Fitness- / Sportgeräte;3;Brackel;340;Wickede;341;Wickeder Feld;064;Wickede;;
51.5016406325, 7.5388454416;1808;Kreisel;Drehteller (Conlastic Schale u. ä. );4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;
51.53733631, 7.6047383447;1809;Piratenschiff mit Netz;Klettergeräte;3;Brackel;340;Wickede;341;Wickeder Feld;064;Wickede;;
51.5016259758, 7.5379848655;1811;Jugendsitz 2;Sitzgelegenheiten;4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;
51.5381380307, 7.6073453857;1812;Doppelschaukel;Schaukeln / Nestschaukeln;3;Brackel;340;Wickede;341;Wickeder Feld;064;Wickede;;
51.5380885857, 7.6070714973;1814;Spielturm mit Wackelbrücke;Klettergeräte;3;Brackel;340;Wickede;341;Wickeder Feld;064;Wickede;;
51.5237381863, 7.583292537;1818;"Federwippe ""Schildkröte"" 1";Wippen;3;Brackel;310;Asseln;314;Kolonie Holstein;061;Asseln;;
51.5299448287, 7.3902354617;1822;Schaukeln;Schaukeln / Nestschaukeln;8;Huckarde;830;Jungferntal-Rahm;831;Jungferntal;112;Rahm/Kirchlinde;;
51.4714111897, 7.43491094;1824;Basketballkorb 3;Ballsportanlagen;6;Hombruch;650;Hombruch;652;Deutsch-Luxemburger-Straße;091;Barop/Brünninghausen/Hombruch;;
51.4715145995, 7.4347569809;1826;Bolzplatztor 2;Bolzplatztore;6;Hombruch;650;Hombruch;652;Deutsch-Luxemburger-Straße;091;Barop/Brünninghausen/Hombruch;;
51.4707469891, 7.4347750442;1828;Skateanlage;Skateelemente;6;Hombruch;650;Hombruch;652;Deutsch-Luxemburger-Straße;091;Barop/Brünninghausen/Hombruch;;
51.5298393654, 7.3905323515;1830;Hängematte;Balanciergeräte;8;Huckarde;830;Jungferntal-Rahm;831;Jungferntal;112;Rahm/Kirchlinde;;
51.5608275221, 7.4535011336;1834;Station zum Dehnen;Fitness- / Sportgeräte;1;Eving;130;Holthausen;130;Holthausen;041;Brechten/Holthausen;;
51.5298261124, 7.390319119;1838;Riesen-Rutschen;Rutschen;8;Huckarde;830;Jungferntal-Rahm;831;Jungferntal;112;Rahm/Kirchlinde;;
51.5526267927, 7.530245382;1843;Spielhaus Typ II;Sandspielgeräte;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;
51.5525306922, 7.5304418163;1844;Stehwippe;Wippen;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;
51.4995108646, 7.3306535384;1846;Boulderwände;Kletterwände / Boulderwände;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.4992495846, 7.3264275048;1849;Reckstangen;Reckstangen;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.4992836825, 7.326464354;1851;Tischtennisplatten;Tischtennisplatten;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.4992202225, 7.3263836817;1852;Klettergerüst;Klettergeräte;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.4997287063, 7.3303173796;1855;Holztor;Ballsportanlagen;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.5102377797, 7.4638595979;1862;Rampe schräg;Skateelemente;10;Innenstadt-West;000;City;001;City-Ost;011;City;;
51.5040385237, 7.4538763171;1864;Bolzplatztor;Bolzplatztore;10;Innenstadt-West;010;Westfalenhalle;011;Westfalenhalle;012;Westfalenhalle;;
51.5041776474, 7.4538664652;1865;Bolzplatztor;Bolzplatztore;10;Innenstadt-West;010;Westfalenhalle;011;Westfalenhalle;012;Westfalenhalle;;
51.5018401616, 7.4418015883;1867;Tischtennisplatten;Tischtennisplatten;10;Innenstadt-West;010;Westfalenhalle;013;Tremonia;012;Westfalenhalle;;
51.5018082671, 7.441506739;1869;Sitzgelegenheiten;Sitzgelegenheiten;10;Innenstadt-West;010;Westfalenhalle;013;Tremonia;012;Westfalenhalle;;
51.4898626526, 7.3780068016;1871;Schaukeln / Nestschaukeln;Schaukeln / Nestschaukeln;7;Lütgendortmund;750;Oespel;750;Oespel;104;Kley/Oespel;;
51.5190001514, 7.3239006116;1881;Basketballkorb;Ballsportanlagen;7;Lütgendortmund;710;Bövinghausen;710;Bövinghausen;103;Bövinghausen/Westrich;103;Bövinghausen/Westrich
51.5342523838, 7.619367268;1886;Klettergerät Josef;Klettergeräte;3;Brackel;340;Wickede;343;Dollersweg;064;Wickede;;
51.5349960499, 7.6185931664;1887;Klettergerät mit Netz u. Rampe Bach;Klettergeräte;3;Brackel;340;Wickede;343;Dollersweg;064;Wickede;;
51.5465750655, 7.5247804651;1891;Niedrigseilgarten mit Slackline u. Wackelbalken;Niedrigseilgärten;2;Scharnhorst;260;Alt-Scharnhorst;262;Alt-Scharnhorst;053;Alt-Scharnhorst;;
51.5603712459, 7.4540658184;1892;Station Balancierstrecke;Fitness- / Sportgeräte;1;Eving;130;Holthausen;130;Holthausen;041;Brechten/Holthausen;;
51.4865600875, 7.4372743119;1898;Streetballkorb;Ballsportanlagen;6;Hombruch;610;Barop;613;Krückenweg;091;Barop/Brünninghausen/Hombruch;;
51.5379625226, 7.4379923222;1905;Balanciergerät Gras klein;Balanciergeräte;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.5379475154, 7.4375100293;1907;Drehkreisel 2;Drehteller (Conlastic Schale u. ä. );20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.5373649622, 7.4369493985;1909;Grosskletteranlage mit Rutschen;Klettergeräte;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.53770004, 7.4370488978;1911;Schaukel 2;Schaukeln / Nestschaukeln;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.5376455497, 7.4365459075;1914;Sprungmatten Gummi;Sprunggeräte;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.5376604481, 7.4368449483;1915;Seilbahn mit Schaukel;Seilbahnen;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.5123360096, 7.4207937214;1918;Liane;Klettergeräte;10;Innenstadt-West;030;Dorstfeld;031;Hallerey;014;Dorstfeld;014;Dorstfeld
51.5116835583, 7.5322448703;1922;"Drehspiel ""Supernova""";Drehteller (Conlastic Schale u. ä. );3;Brackel;330;Wambel;333;Pferderennbahn;063;Wambel;;
51.511610267, 7.5318463555;1923;Rundlauf-Tischtennisplatte;Tischtennisplatten;3;Brackel;330;Wambel;333;Pferderennbahn;063;Wambel;;
51.5125178421, 7.5313580312;1926;Bolzplatztor 1/1;Bolzplatztore;3;Brackel;330;Wambel;333;Pferderennbahn;063;Wambel;;
51.5522479597, 7.5338393444;1932;Slackline;Balanciergeräte;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;
51.5540416552, 7.531176351;1943;Fußballsitz;Sitzgelegenheiten;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;
51.5537089961, 7.5317402207;1944;Tischtennisplatte 3 Ost;Tischtennisplatten;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;
51.5536633491, 7.531692996;1947;Basketballkorb;Ballsportanlagen;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;
51.5289207694, 7.5460222332;1955;Karussell;Karussels;3;Brackel;320;Brackel;321;Brackeler Feld;062;Brackel;;
51.5282296351, 7.5472484633;1956;"Drehspiel ""Spica"" 2";Drehteller (Conlastic Schale u. ä. );3;Brackel;320;Brackel;324;Brackel Dorf;062;Brackel;;
51.5282315955, 7.5470927327;1957;"Drehspiel ""Spica"" 1";Drehteller (Conlastic Schale u. ä. );3;Brackel;320;Brackel;324;Brackel Dorf;062;Brackel;;
51.5282290185, 7.5471771875;1958;Balancierseile;Balanciergeräte;3;Brackel;320;Brackel;324;Brackel Dorf;062;Brackel;;
51.5281938351, 7.5465714298;1962;3er-Reck;Reckstangen;3;Brackel;320;Brackel;324;Brackel Dorf;062;Brackel;;
51.52396707, 7.5292522406;1964;Sandfläche neben Gurtsteg;Sandspielgeräte;3;Brackel;330;Wambel;331;Wambel Dorf;063;Wambel;;
51.5001110687, 7.5052942009;1969;Sitzgelegenheit Hofrand Ost 2;Sitzgelegenheiten;30;Innenstadt-Ost;080;Westfalendamm;084;Gartenstadt-Süd;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.5000580406, 7.5053457203;1971;Sitzgelegenheit Hofrand Ost 3;Sitzgelegenheiten;30;Innenstadt-Ost;080;Westfalendamm;084;Gartenstadt-Süd;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.5000465426, 7.5053588847;1972;Sitzgelegenheit Hofrand Ost 4;Sitzgelegenheiten;30;Innenstadt-Ost;080;Westfalendamm;084;Gartenstadt-Süd;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.4997965557, 7.5056094889;1974;Sitzgelegenheit Hof Süd 1;Sitzgelegenheiten;30;Innenstadt-Ost;080;Westfalendamm;084;Gartenstadt-Süd;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.4995285284, 7.5055619719;1979;Sitzgelegenheit Hof Süd 5;Sitzgelegenheiten;30;Innenstadt-Ost;080;Westfalendamm;084;Gartenstadt-Süd;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
