FID,geom,name,shop,osm_id,osm_type,editlink,tutoriallink,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,building,opening_hours,amenity,check_date,cuisine,heritage,historic,image,operator,phone,website,wheelchair,addr:suburb,source,internet_access,building:levels,fax,roof:shape,contact:email,contact:fax,contact:phone,contact:website,description,disused:opening_hours,diet:halal,diet:kosher,level,currency:eur,payment:credit_cards,payment:debit_cards,second_hand,stroller,surveillance,email,source:addr,source:geometry,building:colour,delivery:covid19,roof:colour,roof:levels,roof:material,takeaway:covid19,source:address,check_date:opening_hours,opening_hours:signed,toilets:wheelchair,building:part,indoor,wikidata,wheelchair:description,opening_hours:kitchen,old_name,old_website,wikimedia_commons,opening_hours:url,organic,lastcheck,last_check,contact:facebook,roof:height,payment:cash,butcher,information,tourism,source:date,ref:vatin,closed,note,mobile,website:orders,payment:cards
OSM_MRN_shop_butcher_4326_Point.180,POINT (8.5894649 49.5416586),Metzgerei Heinz-Werner Kühner,butcher,2147483647,node,https://www.openstreetmap.org/node/3092060483,https://learnosm.org/de/beginner/,,,,,,,"Mo-We 06:30-13:00; Th,Fr 06:30-13:00,14:45-18:00; Sa 06:30-13:00",,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.181,POINT (8.5740156 49.5450111),Metzgerei Heinz-Werner Kühner,butcher,2147483647,node,https://www.openstreetmap.org/node/3101414629,https://learnosm.org/de/beginner/,,,,,,,"Mo-Th,Sa 07:30-13:00, Mo-Th 14:00-18:00, Fr 07:30-18:00",,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.182,POINT (9.1503121 49.298881),Metzgerei Pröger - Lamm,butcher,2147483647,node,https://www.openstreetmap.org/node/3152771885,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.183,POINT (8.486479 49.5244182),Metzgerei Burkhardt,butcher,2147483647,node,https://www.openstreetmap.org/node/3207464219,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.184,POINT (8.4677166 49.4855456),Metzgerei Zimmermann,butcher,2147483647,node,https://www.openstreetmap.org/node/3208553514,https://learnosm.org/de/beginner/,,,,,,,Mo-Fr 08:30-18:00; Sa 09:00-14:00,,,,,,https://commons.wikimedia.org/wiki/File:Metzgerei_Zimmermann_Mannheim_N4.jpg,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.185,POINT (8.5312865 49.3686829),Metzgerei Jörger,butcher,2147483647,node,https://www.openstreetmap.org/node/3224046752,https://learnosm.org/de/beginner/,Ketsch,DE,9,68775,Bahnhofsanlage,,"Mo,Tu 07:30-13:00,15:00-18:30; We 07:30-13:00; Th,Fr 07:30-13:00,15:00-18:30; Sa 07:00-12:30; Su off",,,,,,,,,,yes,,,,,,,,+49 6202 63525,+49 6202 61613,http://www.metzger-joerger.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.186,POINT (8.6052754 49.5081878),Fleischerei Schmich,butcher,2147483647,node,https://www.openstreetmap.org/node/3234908549,https://learnosm.org/de/beginner/,Heddesheim,DE,12,68542,Grabenstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.187,POINT (8.7568385 49.3190273),Metzgerei Seltenreich,butcher,2147483647,node,https://www.openstreetmap.org/node/3240040055,https://learnosm.org/de/beginner/,Wiesloch,DE,40,69168,Ravensburgstraße,,,,,,,,,W. Seltenreich,,https://www.metzgerei-seltenreich.de/,,Schatthausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.188,POINT (8.1585572 49.5469186),Metzgerei Hepp,butcher,2147483647,node,https://www.openstreetmap.org/node/3307408237,https://learnosm.org/de/beginner/,Grünstadt,DE,40,67269,Leiningerstraße,,,,,,,,,Brüder Hepp / Metzgerei Hepp GmbH & Co. KG,+49 6359 209680,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.189,POINT (8.0533102 49.1826177),Ott,butcher,2147483647,node,https://www.openstreetmap.org/node/3320936221,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.190,POINT (7.9719814 49.2048471),Metzgerei Doll,butcher,2147483647,node,https://www.openstreetmap.org/node/3334283770,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,yes,,,,,,,,,+49 6346 1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.191,POINT (8.6854689 49.3264021),Metzgerei Neff-Neubauer,butcher,2147483647,node,https://www.openstreetmap.org/node/3349469105,https://learnosm.org/de/beginner/,,,,,,,,,2023-05-13,,,,,,,https://www.neff-neubauer.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.192,POINT (8.8489322 49.3340906),Künzer,butcher,2147483647,node,https://www.openstreetmap.org/node/3384499009,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,Künzer,,https://www.metzgerei-kuenzer.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.193,POINT (8.9830513 49.3729594),Metzgerei Stahl,butcher,2147483647,node,https://www.openstreetmap.org/node/3426465714,https://learnosm.org/de/beginner/,Schwarzach,DE,29,74869,Hauptstraße,,"Mo,Tu 07:30-13:00,15:00-18:00; We 07:00-13:00; Th,Fr 07:30-13:00,15:00-18:00; Sa 07:00-13:00",,,,,,,,+49 6262 6707,,no,Unterschwarzach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.194,POINT (8.2125776 49.4127983),Metzgerei und Partyservice Stähly,butcher,2147483647,node,https://www.openstreetmap.org/node/3521816246,https://learnosm.org/de/beginner/,Niederkirchen bei Deidesheim,DE,53,67150,Hauptstraße,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.195,POINT (8.6976102 49.7119457),Hechler,butcher,2147483647,node,https://www.openstreetmap.org/node/3565005339,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.196,POINT (8.8421325 49.2720477),Metzgerei Hess,butcher,2147483647,node,https://www.openstreetmap.org/node/3685978094,https://learnosm.org/de/beginner/,Sinsheim,DE,2,74889,Kirchstraße,,"Mo-Tu,Th-Fr 07:00-13:00,15:00-18:30; We,Sa 07:00-13:00",,2024-09-19,,,,,,+49 7261 2333,https://www.metzgereihess.de/,no,Hoffenheim,,,,+49 7261 64110,,,,,,,,,,,,yes,yes,,,,info@metzgereihess.de,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.197,POINT (8.7377996 49.2838615),Metzgerei Wolbert,butcher,2147483647,node,https://www.openstreetmap.org/node/3686045665,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.198,POINT (8.3711379 49.2190184),Aschbacher,butcher,2147483647,node,https://www.openstreetmap.org/node/3702368030,https://learnosm.org/de/beginner/,,,,,,,"Mo-Sa 08:00-13:00, Tu-Fr 14:00-18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.199,POINT (8.3540567 49.5363759),Büchele,butcher,2147483647,node,https://www.openstreetmap.org/node/3751515043,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.200,POINT (8.3524731 49.535385),Kaltenborn,butcher,2147483647,node,https://www.openstreetmap.org/node/3751538453,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.201,POINT (8.4591625 49.642822),Rudolf Noll Metzgerei,butcher,2147483647,node,https://www.openstreetmap.org/node/3858471021,https://learnosm.org/de/beginner/,Bürstadt,DE,101,68642,Nibelungenstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.202,POINT (8.175935 49.4897531),Saumagenparadies - Metzgerei Appel,butcher,2147483647,node,https://www.openstreetmap.org/node/3862397445,https://learnosm.org/de/beginner/,,DE,44,,Weinstraße,,,,,,,,,,+49 6322 2013,https://www.saumagenparadies.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.203,POINT (8.209245 49.5067451),Süss,butcher,2147483647,node,https://www.openstreetmap.org/node/3862397449,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.204,POINT (8.569633 49.2959834),Metzgerei Ehehalt,butcher,2147483647,node,https://www.openstreetmap.org/node/3875833075,https://learnosm.org/de/beginner/,Reilingen,,18,68799,Alte Friedhofstraße,,"Mo-Fr 7:30-13:00; Mo,Tu,Th, Fr 15:00-18:00; Sa7:00-13:00",,,,,,,,+49 6205 102280,https://www.metzgerei-ehehalt.de/home,,,,,,+49 6205 102282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.205,POINT (8.3319186 49.509243),Metzgerei Huber,butcher,2147483647,node,https://www.openstreetmap.org/node/3887859653,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.206,POINT (8.1988592 49.0809669),Metzgerei Scherrer,butcher,2147483647,node,https://www.openstreetmap.org/node/3898823072,https://learnosm.org/de/beginner/,Kandel,,,76870,Sommerstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.207,POINT (8.6032192 49.574331),Lammschlachterei Baumann,butcher,2147483647,node,https://www.openstreetmap.org/node/3902199460,https://learnosm.org/de/beginner/,Viernheim,DE,25,68519,Am Pariser Weg,,Mo-Fr 08:00-18:00; Sa 07:00-14:00,,,,,,,Baumann Gmbh & Co.KG,+49 6204 708630,http://www.baumann-lamm.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lamb,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.208,POINT (8.6123308 49.725389),Odenwälder Metzgerei;Unesco-Geopark-Infozentrum,butcher,2147483647,node,https://www.openstreetmap.org/node/3926776589,https://learnosm.org/de/beginner/,Zwingenberg,DE,15,64673,Darmstädter Straße,,"Mo-Fr 07:00-18:00, Sa 07:00-13:00",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,office,information,,,,,,,
OSM_MRN_shop_butcher_4326_Point.209,POINT (8.2780488 49.6378726),Wolsiffer,butcher,2147483647,node,https://www.openstreetmap.org/node/3954774363,https://learnosm.org/de/beginner/,,,,,,,"Mo,We-Th 07:00-16:00; Tu 07:00-13:00; Fr 07:00-13:00,14:00-16:00; Sa 08:00-12:30",,2024-10-15,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.210,POINT (8.8263885 49.2967795),Metzgerei Schmitt,butcher,2147483647,node,https://www.openstreetmap.org/node/3967715448,https://learnosm.org/de/beginner/,,,,,,,"Mo,Tu 07:00-12:30,15:00-18:00;We 07:00-12:30;Th,Fr 07:00-12:30,15:00-18:00;Sa 07:00-12:00",,,,,,,,+49 6226 1357,http://www.schmitt-metzgerei.de,,,,,,+49 6226 991925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.211,POINT (8.6210606 49.680755),Kindinger,butcher,2147483647,node,https://www.openstreetmap.org/node/3993290571,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.212,POINT (8.527314 49.3691887),Metzgerei Back,butcher,2147483647,node,https://www.openstreetmap.org/node/4015154835,https://learnosm.org/de/beginner/,Ketsch,,36,68775,Schwetzinger Straße,,closed,,,,,,,,,,no,,,,,,,,,,,"Ehem. Metzgerei Alt
Zum 03.02.2025 dauerhaft geschlossen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.213,POINT (8.8777796 49.2528765),Metzgerei Dick,butcher,2147483647,node,https://www.openstreetmap.org/node/4034184428,https://learnosm.org/de/beginner/,,,,,,,"Mo-Sa 08:00-13:00, Mo,Tu,Th,Fr 15:00-18:00",,2023-08-08,,,,,,+49 7261 3035,https://www.metzger-dick.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.214,POINT (8.170973 49.5576204),Imbiss- Restaurant Speeter,butcher,2147483647,node,https://www.openstreetmap.org/node/4059365608,https://learnosm.org/de/beginner/,Grünstadt,DE,64,67269,Kirchheimer Straße,,,fast_food,,,,,,,+49 6359 840590,https://www.speeter.de/imbiss--restaurant.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.215,POINT (8.4366191 49.3188873),Metzgerei Heiss,butcher,2147483647,node,https://www.openstreetmap.org/node/4075504717,https://learnosm.org/de/beginner/,Speyer,DE,24,67346,Johannesstraße,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.216,POINT (8.6916258 49.7140116),Schäfer,butcher,2147483647,node,https://www.openstreetmap.org/node/4077729601,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jährling,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.217,POINT (8.5342945 49.3956365),Päuser,butcher,2147483647,node,https://www.openstreetmap.org/node/4089152824,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.218,POINT (8.4009728 49.5223785),Metzgerei Steinmann,butcher,2147483647,node,https://www.openstreetmap.org/node/4127973245,https://learnosm.org/de/beginner/,Ludwigshafen am Rhein,,21,67069,Karolinenstraße,,"Mo-Fr 07:30-12:30,14:30-18:00; Sa 07:30-12:30",,,,,,,Gerd Steinmann,,,no,,,,,,,,,,http://www.metzgerei-steinmann.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.219,POINT (8.0400602 49.5043353),Rainer Gerber,butcher,2147483647,node,https://www.openstreetmap.org/node/4173879996,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.220,POINT (8.4635083 49.6429161),Kipfstuhl,butcher,2147483647,node,https://www.openstreetmap.org/node/4201862844,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.221,POINT (8.5477918 49.514933),Werksverkauf der Firma Erhard Kühn,butcher,2147483647,node,https://www.openstreetmap.org/node/4221009739,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.222,POINT (8.3354526 49.6379986),Metzgerei David,butcher,2147483647,node,https://www.openstreetmap.org/node/4321947101,https://learnosm.org/de/beginner/,Worms,,23,67549,Binger Straße,,"Th-Fr 09:00-13:00,15:00-18:00; Sa 07:00-13:00",,2023-11-08,,,,,,+49 6241 75272,https://www.metzgerei-david.de/,limited,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.223,POINT (8.9740467 49.4005096),Metzgerei Seel,butcher,2147483647,node,https://www.openstreetmap.org/node/4333492617,https://learnosm.org/de/beginner/,Schönbrunn,,3,69436,Dorfwiesenstraße,,,,,,,,,Seel,,,,Schwanheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.224,POINT (8.2182743 49.2392022),Metzgereibedarf GILDE,butcher,2147483647,node,https://www.openstreetmap.org/node/4370776876,https://learnosm.org/de/beginner/,Hochstadt (Pfalz),,15,76879,Im Kirchacker,,Mo-Fr 08:00-14:00; Sa 07:00-11:00,,,,,,,,+49 6347 70000,https://www.gilde-suedwest.de/abholmaerkte/,,,,,,+49 6347 700071,,,,,,,,,,,,,,,,,info@gilde-suedwest.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.225,POINT (8.4473103 49.5443982),Metzgerei Schenkel,butcher,2147483647,node,https://www.openstreetmap.org/node/4375277030,https://learnosm.org/de/beginner/,,,,,,,"Mo-Fr 08:00-13:00;Mo,Tu,Th,Fr 15:00-18:00; Sa 07:30-13:00",,,,,,,,+49 621 771965,https://metzgerei-schenkel.de/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.226,POINT (8.4569475 49.6047304),Metzherei Härtel,butcher,2147483647,node,https://www.openstreetmap.org/node/4419232173,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.227,POINT (8.1876231 49.4078954),Metzgerei Süss,butcher,2147483647,node,https://www.openstreetmap.org/node/4441662409,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,https://www.metzgerei-suess.net/,,,https://www.metzgerei-suess.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-16,,,,,,
OSM_MRN_shop_butcher_4326_Point.228,POINT (8.5725079 49.6512346),Metzgerei Titzmann GmbH,butcher,2147483647,node,https://www.openstreetmap.org/node/4461312940,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,+49 6251 52462,http://www.metzgerei-titzmann.de,no,,,,,+49 6251 587684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.229,POINT (8.4405685 49.4048668),Metzgerei Günter Hardt,butcher,2147483647,node,https://www.openstreetmap.org/node/4462249786,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,https://www.metzgerei-hardt.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.230,POINT (8.3878769 49.6827816),Metzgerei Hauck,butcher,2147483647,node,https://www.openstreetmap.org/node/4526041581,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.231,POINT (8.3434949 49.2500873),Metzgerei & Partyservice Schreiner,butcher,2147483647,node,https://www.openstreetmap.org/node/4642164448,https://learnosm.org/de/beginner/,Lingenfeld,,33,67360,Hauptstraße,,"Mo-Fr 08:00-13:00,14:30-18:00; Tu 08:00-13:00; Sa 07:30-13:00",,,,,,,,+49 6344 9694800,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.232,POINT (8.779778 49.3574786),Geflügelspezialitäten Annerose Ziegler,butcher,2147483647,node,https://www.openstreetmap.org/node/4688313332,https://learnosm.org/de/beginner/,,,,,,,"We 08:00-13:00; Th,Fr 08:00-18:30; Sa 08:00-12:30",,,,,,,,+49 6223 40395,http://a-ziegler.de/,yes,,,,,+49 6223 972978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.233,POINT (8.7419234 49.7161115),Metzgerei Rettig,butcher,2147483647,node,https://www.openstreetmap.org/node/4703133541,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,+49 6254 1268,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.234,POINT (8.1415921 49.158161),Metzgerei Catering Frank Treiling,butcher,2147483647,node,https://www.openstreetmap.org/node/4770024236,https://learnosm.org/de/beginner/,Insheim,,43,76865,Hauptstraße,,"Mo-Sa 07:00-12:30; Th 07:00-12:30,14:30-18:00",,,,,,,,+49 6341 87343,https://www.treiling.de/wir.htm,,,,,,+49 6341 87934,,,,,,,,,,,,,,,,,info@treiling.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DE232145929,,,,,
OSM_MRN_shop_butcher_4326_Point.235,POINT (8.8327602 49.2447846),Metzgerei Seibel,butcher,2147483647,node,https://www.openstreetmap.org/node/4795421726,https://learnosm.org/de/beginner/,Sinsheim,DE,55,74889,Karlsruher Straße,,,,,,,,,,,,,Dühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.236,POINT (8.6771921 49.2450272),Beichel,butcher,2147483647,node,https://www.openstreetmap.org/node/4797303750,https://learnosm.org/de/beginner/,Malsch,,47,69254,Hauptstraße,,,,,,,,,Fam. Beichel,+49 7253 21715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.237,POINT (8.6888605 49.350146),Metzgerei Kailer,butcher,2147483647,node,https://www.openstreetmap.org/node/4910177582,https://learnosm.org/de/beginner/,Leimen,,13,69181,Rohrbacher Straße,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.238,POINT (8.3582695 49.1934532),Aschbacher,butcher,2147483647,node,https://www.openstreetmap.org/node/4970043353,https://learnosm.org/de/beginner/,Germersheim,,6a,76726,Schillerstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.239,POINT (8.224137 49.5393185),Landmetzgerei Klomann,butcher,2147483647,node,https://www.openstreetmap.org/node/5037715832,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,+49 6238 3993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.240,POINT (8.1271199 49.3070985),Metzgerei Garrecht,butcher,2147483647,node,https://www.openstreetmap.org/node/5038847504,https://learnosm.org/de/beginner/,Maikammer,,33,67487,Hartmannstraße,,Mo-Fr 07:00-12:30; Tu-Fr 14:30-18:30; Sa 07:00-13:00,,,,,,,Jürgen Garrecht,+49 6321 5072,https://metzgerei-garrecht.de/,yes,,,,,+49 6321 575025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.241,POINT (8.5000728 49.5198923),Metzgerei Rettig,butcher,2147483647,node,https://www.openstreetmap.org/node/5051964711,https://learnosm.org/de/beginner/,Mannheim,,156,68305,Speckweg,,Mo-Fr 07:00-18:00; Sa 07:00-13:00,,,,,,,Reiner Rettig,+49 621 751212,http://metzgerei-rettig.de/,limited,,,,,,,,,,,,,,,,,,,,,,e.dickes@metzgerei-rettig.de,,,,,,,,,,2024-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.242,POINT (8.1898913 49.1964864),Metzgerei Flick,butcher,2147483647,node,https://www.openstreetmap.org/node/5102535909,https://learnosm.org/de/beginner/,Offenbach an der Queich,,31,76877,Essinger Straße,,"Mo-We 07:00-12:30; Th 07:00-12:30,14:30-18:00; Fr 07:00-12:30,14:00-18:00; Sa 06:30-12:30",,,,,,,Stefan Flick e. K.,+49 6348 302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
