GENESIS-Tabelle: 31111-03-02-5-B
Genehmigungen für Wohnungen in Wohn- und Nichtwohngebäuden nach Zahl der Räume  - Jahressumme - regionale Ebenen;;;;;;
Statistik der Baugenehmigungen;;;;;;
Wohnungen in Wohn- und Nichtwohngebäuden (Anzahl);;;;;;
Jahr: 2008;;;;;;
;;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung
;;Insgesamt;1 oder 2 Räume;3 Räume;4 Räume;5 oder mehr Räume
07131006;Bad Breisig, Stadt;12;0;1;2;9
07131007;Bad Neuenahr-Ahrweiler, Stadt;71;4;16;19;32
07131008;Barweiler;-;0;0;-1;1
07131009;Bauler;-;0;0;0;0
07131011;Berg;-;0;0;0;0
07131014;Brohl-Lützing;1;0;0;0;1
07131015;Dankerath;-;0;0;0;0
07131016;Dedenbach;2;0;0;0;2
07131017;Dernau;4;1;0;0;3
07131018;Dorsel;-;0;0;0;0
07131021;Eichenbach;-;1;0;-1;0
07131022;Fuchshofen;-;0;0;0;0
07131025;Gönnersdorf;2;1;0;0;1
07131026;Harscheid;-;0;-1;0;1
07131027;Heckenbach;-;0;0;0;0
07131028;Herschbroich;1;0;0;0;1
07131029;Hönningen;2;0;0;0;2
07131030;Hoffeld;-;0;0;0;0
07131032;Honerath;-;0;0;0;0
07131033;Hümmel;-;0;0;0;0
07131034;Insul;-;0;0;0;0
07131036;Kalenborn;2;0;0;0;2
07131037;Kaltenborn;1;0;0;0;1
07131039;Kesseling;1;0;0;0;1
07131040;Kirchsahr;1;0;0;0;1
07131041;Königsfeld;3;0;-1;0;4
07131042;Kottenborn;-;0;0;0;0
07131044;Leimbach;-;0;0;0;0
07131047;Lind;-;0;0;0;0
07131049;Mayschoß;-;0;0;0;0
07131050;Meuspath;4;1;1;1;1
07131051;Müllenbach;4;0;1;0;3
07131052;Müsch;1;0;0;0;1
07131054;Niederdürenbach;1;0;0;0;1
07131055;Niederzissen;10;1;0;1;8
07131058;Nürburg;6;6;0;0;0
07131059;Oberdürenbach;1;0;0;1;0
07131060;Oberzissen;-;0;0;0;0
07131062;Ohlenhard;-;0;0;0;0
07131065;Pomster;2;1;1;0;0
07131066;Quiddelbach;1;0;0;0;1
07131068;Rech;1;0;0;0;1
07131069;Reifferscheid;1;0;0;0;1
07131070;Remagen, Stadt;49;1;4;11;33
07131072;Rodder;-;0;0;0;0
07131073;Schalkenbach;3;0;1;1;1
07131074;Schuld;-;0;0;0;0
07131075;Senscheid;-;0;0;0;0
07131076;Sierscheid;-;0;0;0;0
07131077;Sinzig, Stadt;34;0;5;7;22
07131079;Trierscheid;-;0;0;0;0
07131081;Waldorf;5;0;0;1;4
07131082;Wershofen;3;0;0;0;3
07131083;Wiesemscheid;-;0;0;1;-1
07131084;Wimbach;3;0;0;1;2
07131085;Winnerath;-;0;0;0;0
07131086;Wirft;-;0;0;0;0
07131090;Grafschaft;17;0;-1;-1;19
07131201;Brenk;-;0;0;0;0
07131202;Burgbrohl;3;0;0;1;2
07131204;Galenberg;-;0;0;0;0
07131205;Glees;-;-1;0;0;1
07131206;Hohenleimbach;-;0;0;0;0
07131208;Spessart;1;0;0;0;1
07131209;Wassenach;-;0;0;-1;1
07131210;Wehr;3;1;0;1;1
07131211;Weibern;1;0;-1;1;1
07131501;Dümpelfeld;-;0;0;0;0
07131502;Kempenich;4;0;0;0;4
07132001;Almersbach;-;0;0;0;0
07132002;Alsdorf;2;0;0;2;0
07132004;Bachenberg;-;0;0;0;0
07132005;Berzhausen;-;0;0;0;0
07132006;Betzdorf, Stadt;5;0;0;-1;6
07132007;Birkenbeul;-;0;0;-1;1
07132008;Birken-Honigsessen;2;0;0;0;2
07132009;Birnbach;-;0;0;0;0
07132010;Bitzen;-;0;0;0;0
07132011;Mittelhof;2;0;0;0;2
07132012;Brachbach;2;0;0;-1;3
07132013;Breitscheidt;-;0;0;0;0
07132014;Bruchertseifen;1;0;0;0;1
07132015;Bürdenbach;-;0;-1;1;0
07132016;Burglahr;1;0;0;1;0
07132017;Busenhausen;3;0;0;0;3
07132018;Daaden, Stadt;10;0;2;1;7
07132019;Derschen;1;0;0;0;1
07132020;Dickendorf;-;0;0;0;0
07132022;Eichelhardt;2;0;0;0;2
07132023;Eichen;1;0;0;0;1
07132024;Elben;-;0;0;0;0
07132025;Elkenroth;2;0;0;0;2
07132026;Emmerzhausen;-;0;0;0;0
07132027;Ersfeld;1;0;0;1;0
07132028;Etzbach;6;1;0;0;5
07132029;Eulenberg;1;0;0;0;1
07132030;Fensdorf;-;0;0;0;0
07132031;Fiersbach;-;0;0;0;0
07132032;Flammersfeld;1;0;0;0;1
07132033;Fluterschen;1;0;0;0;1
07132034;Forst;-;0;0;0;0
07132035;Forstmehren;-;0;0;0;0
07132036;Friedewald;3;0;2;1;0
07132037;Friesenhagen;4;2;1;0;1
07132038;Fürthen;2;0;0;-1;3
07132039;Gebhardshain;5;0;1;0;4
07132040;Gieleroth;1;0;0;0;1
07132041;Giershausen;-;0;0;0;0
07132042;Grünebach;-;0;0;0;0
07132043;Güllesheim;3;0;1;-1;3
07132044;Hamm (Sieg);3;1;-1;0;3
07132045;Harbach;2;0;1;1;0
07132046;Hasselbach;-;0;0;0;0
07132047;Helmenzen;-;0;0;0;0
07132048;Helmeroth;-;0;0;0;0
07132049;Hemmelzen;1;0;0;0;1
07132050;Herdorf, Stadt;10;0;-2;3;9
07132051;Heupelzen;-;0;0;0;0
07132052;Hilgenroth;1;0;0;0;1
07132053;Hirz-Maulsbach;3;0;0;2;1
07132054;Hövels;1;0;0;0;1
07132055;Horhausen (Westerwald);8;0;0;7;1
07132056;Idelberg;-;0;0;0;0
07132057;Ingelbach;-;0;0;0;0
07132058;Isert;-;0;-1;0;1
07132059;Kausen;-;0;0;0;0
07132060;Kescheid;1;0;0;0;1
07132061;Kettenhausen;2;0;0;0;2
07132062;Kircheib;-;0;0;0;0
07132063;Kirchen (Sieg), Stadt;75;61;6;1;7
07132064;Kraam;-;0;0;0;0
07132065;Krunkel;1;0;0;0;1
07132066;Malberg;1;0;0;0;1
07132067;Mammelzen;1;0;0;1;0
07132068;Mauden;-;0;0;0;0
07132069;Mehren;1;0;0;0;1
07132070;Michelbach (Westerwald);2;0;0;0;2
07132071;Molzhain;2;1;-1;0;2
07132072;Mudersbach;3;0;-1;2;2
07132073;Nauroth;1;0;0;0;1
07132074;Neitersen;3;0;0;1;2
07132075;Niederdreisbach;2;0;0;0;2
07132076;Niederfischbach;30;24;5;1;0
07132077;Niederirsen;-;0;0;0;0
07132078;Niedersteinebach;-;0;0;0;0
07132079;Nisterberg;-;0;0;0;0
07132080;Katzwinkel (Sieg);2;0;0;0;2
07132081;Obererbach (Westerwald);1;0;0;0;1
07132082;Oberirsen;-;0;0;-1;1
07132083;Oberlahr;1;0;0;0;1
07132084;Obernau;-;0;0;0;0
07132085;Obersteinebach;-;0;0;0;0
07132086;Oberwambach;2;0;0;1;1
07132087;Ölsen;-;0;0;0;0
07132088;Orfgen;1;0;0;0;1
07132089;Peterslahr;-;0;0;0;0
07132090;Pleckhausen;-;0;0;0;0
07132091;Pracht;2;0;0;1;1
07132092;Racksen;1;0;0;0;1
07132093;Reiferscheid;1;0;0;0;1
07132094;Rettersen;-;0;0;0;0
07132095;Rosenheim (Landkreis Altenkirchen);1;0;0;1;0
07132096;Roth;-;0;0;0;0
07132097;Rott;1;0;0;0;1
07132098;Scheuerfeld;-;0;0;-1;1
07132099;Schöneberg;-;0;0;0;0
07132100;Schürdt;-;0;0;0;0
07132101;Schutzbach;-;0;0;0;0
07132102;Seelbach bei Hamm (Sieg);3;1;0;0;2
07132103;Seelbach (Westerwald);-;0;0;0;0
07132104;Seifen;-;0;0;0;0
07132105;Selbach (Sieg);1;0;0;0;1
07132106;Sörth;-;0;0;0;0
07132107;Steinebach/Sieg;-;0;0;0;0
07132108;Steineroth;1;0;0;0;1
07132109;Stürzelbach;-;0;-1;1;0
07132110;Volkerzen;-;0;0;0;0
07132111;Wallmenroth;1;0;0;0;1
07132112;Walterschen;-;0;0;0;0
07132113;Weitefeld;-;0;0;0;0
07132114;Werkhausen;1;0;0;0;1
07132115;Weyerbusch;2;0;0;0;2
07132116;Willroth;4;0;0;1;3
07132117;Wissen, Stadt;-2;1;-3;-2;2
07132118;Wölmersen;-;0;0;0;0
07132119;Ziegenhain;-;0;0;0;0
07132201;Berod bei Hachenburg;-;0;0;0;0
07132501;Altenkirchen (Westerwald), Stadt;2;-1;0;1;2
07132502;Neitersen;-;-;-;-;-
07133001;Abtweiler;-;0;0;0;0
07133002;Allenfeld;-;0;0;-1;1
07133003;Altenbamberg;1;0;0;0;1
07133004;Argenschwang;2;0;0;0;2
07133005;Auen;-;0;0;0;0
07133006;Bad Kreuznach, Stadt;104;12;51;15;26
07133008;Bärenbach;1;0;0;0;1
07133009;Bärweiler;-;0;0;0;0
07133010;Becherbach bei Kirn;2;0;2;0;0
07133011;Becherbach;1;0;0;0;1
07133012;Biebelsheim;5;0;0;1;4
07133013;Bockenau;2;0;1;0;1
07133014;Boos;-;0;0;0;0
07133015;Braunweiler;1;0;0;0;1
07133016;Brauweiler;-;0;0;0;0
07133017;Breitenheim;-;0;0;0;0
07133018;Bretzenheim;6;0;1;1;4
07133019;Burgsponheim;-;0;0;0;0
07133020;Callbach;-;0;0;0;0
07133021;Dalberg;1;0;0;0;1
07133022;Daubach;1;0;0;0;1
07133023;Daxweiler;1;0;0;0;1
07133024;Desloch;-;0;0;0;0
07133025;Dörrebach;1;0;0;0;1
07133026;Dorsheim;-;0;0;0;0
07133027;Duchroth;2;0;0;1;1
07133028;Eckenroth;-;0;0;0;0
07133030;Feilbingert;-;0;0;0;0
07133031;Frei-Laubersheim;1;0;0;0;1
07133032;Fürfeld;5;1;0;0;4
07133033;Gebroth;-;0;0;0;0
07133035;Guldental;2;0;0;1;1
07133036;Gutenberg;-;0;0;0;0
07133037;Hackenheim;5;0;0;-1;6
07133038;Hahnenbach;-;0;0;0;0
07133039;Hallgarten;1;0;0;0;1
07133040;Hargesheim;5;0;2;-1;4
07133041;Heimweiler;2;0;0;0;2
07133042;Heinzenberg;-;0;0;0;0
07133043;Hennweiler;-;0;0;0;0
07133044;Hergenfeld;-;0;0;-1;1
07133045;Hochstätten;1;0;0;1;0
07133046;Hochstetten-Dhaun;2;0;0;0;2
07133047;Horbach;-;0;0;0;0
07133048;Hüffelsheim;3;0;1;1;1
07133049;Hundsbach;1;0;0;0;1
07133050;Ippenschied;-;0;0;0;0
07133051;Jeckenbach;1;0;0;0;1
07133052;Kirn, Stadt;4;1;0;0;3
07133053;Kirschroth;-;0;0;0;0
07133054;Langenlonsheim;4;-1;0;1;4
07133055;Langenthal;-;0;0;0;0
07133056;Laubenheim;-;0;0;0;0
07133057;Lauschied;-;0;0;0;0
07133058;Lettweiler;-;0;0;0;0
07133059;Limbach;-;0;0;0;0
07133060;Löllbach;-;0;0;0;0
07133061;Mandel;5;0;0;0;5
07133062;Martinstein;-;0;0;0;0
07133063;Meckenbach;1;0;0;0;1
07133064;Meddersheim;2;0;0;2;0
07133065;Meisenheim, Stadt;16;1;7;2;6
07133066;Merxheim;1;0;0;0;1
07133067;Monzingen;-;0;0;0;0
07133068;Münchwald;-;0;0;0;0
07133069;Neu-Bamberg;-;0;0;0;0
07133070;Niederhausen;-;0;0;0;0
07133071;Norheim;3;0;0;0;3
07133072;Nußbaum;-;0;0;0;0
07133073;Oberhausen bei Kirn;1;0;0;0;1
07133074;Oberhausen an d.Nahe;1;0;0;1;0
07133075;Oberstreit;2;0;0;0;2
07133076;Odernheim am Glan;1;0;0;0;1
07133077;Otzweiler;-;0;0;0;0
07133078;Pfaffen-Schwabenheim;-;0;0;0;0
07133080;Pleitersheim;-;0;0;0;0
07133081;Raumbach;-;0;0;0;0
07133082;Rehbach;-;0;0;0;0
07133083;Rehborn;-;0;0;0;0
07133084;Reiffelbach;1;0;0;1;0
07133085;Roth;4;0;0;1;3
07133086;Roxheim;2;0;0;-1;3
07133087;Rümmelsheim;-;0;0;0;0
07133088;Sankt Katharinen;1;0;0;0;1
07133089;Schloßböckelheim;-;0;0;0;0
07133090;Schmittweiler;-;0;0;0;0
07133091;Schöneberg;2;0;0;0;2
07133092;Schweinschied;1;0;1;0;0
07133093;Schweppenhausen;-;0;0;0;0
07133094;Seesbach;1;0;0;0;1
07133095;Seibersbach;3;0;0;-1;4
07133096;Simmertal;1;0;0;0;1
07133098;Sommerloch;-;0;0;0;0
07133099;Spabrücken;3;0;0;2;1
07133100;Spall;-;0;0;0;0
07133101;Sponheim;-;0;0;0;0
07133102;Staudernheim;-;0;0;0;0
07133103;Stromberg, Stadt;-;0;1;-1;0
07133104;Tiefenthal;2;0;0;0;2
07133105;Traisen;2;0;0;0;2
07133106;Volxheim;6;0;2;2;2
07133107;Waldböckelheim;1;0;0;0;1
07133108;Waldlaubersheim;4;3;0;0;1
07133109;Wallhausen;6;0;2;2;2
07133110;Warmsroth;-;0;0;0;0
07133111;Weiler bei Monzingen;4;0;0;0;4
07133112;Weinsheim;3;0;0;2;1
07133113;Weitersborn;-;0;0;0;0
07133114;Windesheim;4;1;0;0;3
07133115;Winterbach;-;0;0;0;0
07133116;Winterburg;-;0;0;0;0
07133117;Rüdesheim;3;0;0;-1;4
07133201;Bruschied;2;0;0;2;0
07133202;Kellenbach;2;0;0;0;2
07133203;Königsau;1;1;0;0;0
07133204;Schneppenbach;-;0;0;0;0
07133205;Schwarzerden;-;0;0;0;0
07133501;Bad Sobernheim, Stadt;6;0;3;2;1
07134001;Abentheuer;-;0;0;0;0
07134002;Achtelsbach;-;0;0;0;0
07134003;Allenbach;-;0;0;0;0
07134004;Asbach;-;0;0;0;0
07134005;Baumholder, Stadt;7;0;1;1;5
07134006;Bergen;-;0;0;0;0
07134007;Berglangenbach;-;0;0;0;0
07134008;Berschweiler bei Baumholder;-;0;-1;1;0
07134009;Berschweiler bei Kirn;-;0;0;0;0
07134010;Birkenfeld, Stadt;2;0;0;2;0
07134011;Börfink;-;0;0;0;0
07134012;Bollenbach;-;0;0;0;0
07134013;Breitenthal;-;0;0;0;0
07134014;Bruchweiler;1;0;1;0;0
07134015;Brücken;2;0;0;0;2
07134016;Buhlenberg;-;0;0;0;0
07134017;Bundenbach;-;0;0;0;0
07134018;Dambach;-;0;0;0;0
07134019;Dickesbach;-;0;0;0;0
07134020;Dienstweiler;1;0;0;0;1
07134021;Eckersweiler;-;0;0;0;0
07134022;Elchweiler;-;0;0;0;0
07134023;Ellenberg;-;0;0;0;0
07134024;Ellweiler;-;0;0;0;0
07134025;Fischbach;-;0;0;0;0
07134026;Fohren-Linden;1;0;0;0;1
07134027;Frauenberg;-;0;0;0;0
07134028;Gerach;-;0;0;0;0
07134029;Gimbweiler;-;0;0;0;0
07134030;Gösenroth;2;0;0;0;2
07134031;Gollenberg;-;0;0;0;0
07134032;Griebelschied;-;0;0;0;0
07134033;Hahnweiler;2;0;0;1;1
07134034;Hattgenstein;-;0;0;0;0
07134035;Hausen;-;0;0;0;0
07134036;Heimbach;2;0;0;0;2
07134037;Hellertshausen;-;0;0;0;0
07134038;Herborn;-;0;0;0;0
07134039;Herrstein;-1;-1;0;0;0
07134040;Hettenrodt;2;0;1;0;1
07134041;Hintertiefenbach;-;0;0;-1;1
07134042;Hoppstädten-Weiersbach;-;0;0;0;0
07134043;Horbruch;1;0;0;1;0
07134044;Hottenbach;-;0;0;0;0
07134045;Idar-Oberstein, Stadt;17;7;-5;0;15
07134046;Kempfeld;1;0;0;0;1
07134047;Kirschweiler;2;0;1;0;1
07134048;Kronweiler;-;0;0;0;0
07134049;Krummenau;-;0;0;0;0
07134050;Leisel;-;0;0;0;0
07134051;Leitzweiler;-;0;0;0;0
07134052;Mackenrodt;-;0;0;0;0
07134053;Meckenbach;-;0;0;0;0
07134054;Mettweiler;-;0;0;0;0
07134055;Mittelreidenbach;-;0;0;0;0
07134056;Mörschied;-;0;0;0;0
07134057;Niederbrombach;1;0;1;1;-1
07134058;Niederhambach;-;0;0;0;0
07134059;Niederhosenbach;-;0;0;0;0
07134060;Niederwörresbach;-1;-1;0;0;0
07134061;Nohen;-;0;0;0;0
07134062;Oberbrombach;-;0;0;0;0
07134063;Oberhambach;-;0;0;0;0
07134064;Oberhosenbach;-;0;0;0;0
07134065;Oberkirn;-;0;0;0;0
07134066;Oberreidenbach;1;0;0;0;1
07134067;Oberwörresbach;1;1;0;0;0
07134068;Reichenbach;-;0;0;0;0
07134069;Rhaunen;-;0;0;0;0
07134070;Rimsberg;-;0;0;0;0
07134071;Rinzenberg;-;0;0;0;0
07134072;Rötsweiler-Nockenthal;-;0;0;0;0
07134073;Rohrbach;-;0;0;0;0
07134074;Rückweiler;1;0;0;0;1
07134075;Ruschberg;-;0;0;0;0
07134076;Schauren;1;0;0;0;1
07134077;Schmidthachenbach;-;0;0;0;0
07134078;Schmißberg;-;0;0;0;0
07134079;Schwerbach;-;0;0;0;0
07134080;Schwollen;-;0;0;0;0
07134081;Sensweiler;-;0;0;0;0
07134082;Sien;1;0;1;0;0
07134083;Sienhachenbach;-;0;0;0;0
07134084;Siesbach;1;0;1;0;0
07134085;Sonnenberg-Winnenberg;-;0;0;0;0
07134086;Sonnschied;-;0;0;0;0
07134087;Stipshausen;2;0;1;1;0
07134088;Sulzbach;-;0;0;0;0
07134089;Veitsrodt;-;0;0;0;0
07134090;Vollmersbach;-;0;0;0;0
07134091;Weiden;-;0;0;0;0
07134092;Weitersbach;-;0;0;0;0
07134093;Wickenrodt;-;0;0;0;0
07134094;Wilzenberg-Hußweiler;-;0;0;0;0
07134095;Wirschweiler;2;0;0;0;2
07134502;Langweiler;-;0;0;0;0
07135001;Alf;1;-1;0;0;2
07135002;Alflen;5;0;0;1;4
07135003;Altlay;1;0;0;0;1
07135004;Altstrimmig;1;0;0;0;1
07135005;Auderath;-;0;0;0;0
07135007;Beilstein;-;-1;0;0;1
07135008;Beuren;-;0;-1;0;1
07135009;Binningen;1;0;0;0;1
07135010;Blankenrath;5;1;1;0;3
07135011;Brachtendorf;-;0;0;0;0
07135012;Bremm;3;0;0;0;3
07135013;Briedel;2;0;1;0;1
07135014;Brieden;1;0;0;0;1
07135015;Briedern;1;0;1;-1;1
07135016;Brohl;-1;-1;-1;0;1
07135017;Bruttig-Fankel;1;0;0;0;1
07135018;Büchel;4;0;1;0;3
07135019;Bullay;4;0;0;0;4
07135020;Cochem, Stadt;6;0;0;0;6
07135021;Dohr;1;0;0;0;1
07135022;Dünfus;-;0;0;0;0
07135023;Düngenheim;1;0;0;0;1
07135024;Ediger-Eller;2;0;1;1;0
07135025;Ellenz-Poltersdorf;3;0;0;0;3
07135026;Eppenberg;1;0;1;0;0
07135027;Ernst;-;0;0;0;0
07135028;Eulgem;1;0;0;0;1
07135029;Faid;1;0;1;0;0
07135030;Filz;-;0;0;0;0
07135031;Forst (Eifel);-;0;0;0;0
07135032;Forst (Hunsrück);-;0;0;0;0
07135033;Gamlen;-;0;0;0;0
07135034;Gevenich;1;0;0;0;1
07135035;Gillenbeuren;-;0;0;0;0
07135036;Greimersburg;2;0;0;2;0
07135037;Grenderich;1;0;0;0;1
07135038;Hambuch;3;0;0;0;3
07135039;Haserich;-;0;0;0;0
07135040;Hauroth;-;0;0;0;0
07135041;Hesweiler;-;0;0;0;0
07135042;Illerich;2;0;-1;2;1
07135043;Kaifenheim;2;0;0;0;2
07135044;Kail;-;0;0;0;0
07135045;Kaisersesch, Stadt;17;0;1;3;13
07135046;Kalenborn;1;0;0;0;1
07135048;Kliding;2;0;0;2;0
07135049;Klotten;-;0;0;0;0
07135051;Landkern;3;0;0;1;2
07135052;Laubach;4;0;1;0;3
07135053;Lieg;-;0;0;0;0
07135054;Liesenich;1;0;0;0;1
07135056;Lütz;2;1;0;0;1
07135057;Lutzerath;4;0;1;0;3
07135058;Masburg;1;0;0;1;0
07135060;Mesenich;1;0;0;0;1
07135061;Mittelstrimmig;-;0;0;0;0
07135062;Möntenich;-;0;0;0;0
07135064;Moritzheim;-;0;0;0;0
07135065;Moselkern;-;0;0;0;0
07135066;Müden (Mosel);1;0;0;0;1
07135067;Müllenbach;4;1;0;0;3
07135068;Neef;-2;0;-1;0;-1
07135069;Nehren;-;0;0;0;0
07135070;Panzweiler;1;0;0;1;0
07135071;Peterswald-Löffelscheid;2;0;0;0;2
07135072;Pommern;1;0;0;0;1
07135073;Pünderich;3;1;0;1;1
07135074;Reidenhausen;1;0;0;0;1
07135075;Roes;-;0;0;-1;1
07135076;Sankt Aldegund;4;2;0;-1;3
07135077;Schauren;2;0;0;0;2
07135078;Schmitt;-;0;0;0;0
07135079;Senheim;2;0;0;0;2
07135080;Sosberg;1;1;0;0;0
07135081;Tellig;-;0;0;0;0
07135082;Treis-Karden;3;0;0;2;1
07135083;Ulmen, Stadt;6;0;0;0;6
07135084;Urmersbach;1;0;0;0;1
07135085;Urschmitt;-;0;0;0;0
07135086;Valwig;3;0;0;0;3
07135087;Wagenhausen;-;0;0;0;0
07135088;Walhausen;1;0;0;0;1
07135089;Weiler;-;0;0;0;0
07135090;Wirfus;-;0;0;0;0
07135091;Wollmerath;-;0;0;0;0
07135092;Zell (Mosel), Stadt;2;0;0;0;2
07135093;Zettingen;-;0;0;0;0
07135501;Bad Bertrich;61;24;14;20;3
07135502;Leienkaul;-;0;0;0;0
07137001;Acht;-;0;0;0;0
07137003;Andernach, Stadt;55;5;6;4;40
07137004;Anschau;1;0;0;0;1
07137006;Arft;-;0;0;0;0
07137007;Baar;-;0;0;0;0
07137008;Bell;1;0;0;-2;3
07137011;Bermel;-;0;0;0;0
07137014;Boos;-;0;0;0;0
07137019;Ditscheid;-;0;0;0;0
07137023;Einig;-;0;0;0;0
07137025;Ettringen;-;0;-1;0;1
07137027;Gappenach;-;0;0;0;0
07137029;Gering;-;0;0;0;0
07137030;Gierschnach;-;0;-1;-3;4
07137034;Hausten;2;0;0;0;2
07137035;Herresbach;2;0;0;1;1
07137036;Hirten;-;0;0;0;0
07137041;Kalt;-;0;0;0;0
07137043;Kehrig;5;0;0;0;5
07137048;Kerben;2;0;0;0;2
07137049;Kirchwald;-;0;0;0;0
07137053;Kollig;-;0;0;0;0
07137055;Kottenheim;5;1;0;0;4
07137056;Kretz;-;-1;0;0;1
07137057;Kruft;8;0;0;0;8
07137060;Langenfeld;2;1;0;0;1
07137061;Langscheid;-;0;0;0;0
07137063;Lind;-;0;0;0;0
07137065;Lonnig;1;0;0;0;1
07137066;Luxem;-;0;0;0;0
07137068;Mayen, Stadt;36;2;3;7;24
07137069;Mendig, Stadt;12;1;0;0;11
07137070;Mertloch;4;1;0;0;3
07137074;Monreal;-;0;0;0;0
07137077;Münk;1;0;0;0;1
07137079;Nachtsheim;-;0;0;0;0
07137080;Naunheim;1;0;0;1;0
07137081;Nickenich;8;0;0;1;7
07137086;Ochtendung;9;0;0;0;9
07137087;Pillig;1;0;0;0;1
07137088;Plaidt;22;12;0;1;9
07137089;Polch, Stadt;13;0;1;2;10
07137092;Reudelsterz;1;0;0;0;1
07137093;Rieden;12;0;2;4;6
07137095;Rüber;3;0;0;0;3
07137096;Saffig;9;-1;0;8;2
07137097;Sankt Johann;8;0;0;1;7
07137099;Siebenbach;-;0;0;0;0
07137101;Thür;1;0;0;-1;2
07137102;Trimbs;-;0;0;0;0
07137105;Virneburg;-;0;0;0;0
07137106;Volkesfeld;2;0;1;0;1
07137110;Weiler;-;0;0;0;0
07137112;Welling;-;0;0;0;0
07137113;Welschenbach;-;0;0;0;0
07137114;Wierschem;-;0;0;0;0
07137201;Alken;1;0;0;0;1
07137202;Bassenheim;6;1;0;0;5
07137203;Bendorf, Stadt;23;0;5;-1;19
07137204;Brey;-;0;0;0;0
07137205;Brodenbach;1;-1;1;0;1
07137206;Burgen;2;0;0;0;2
07137207;Dieblich;6;0;1;0;5
07137208;Hatzenport;2;0;1;0;1
07137209;Kaltenengers;7;0;1;3;3
07137211;Kettig;2;0;0;-1;3
07137212;Kobern-Gondorf;4;1;0;1;2
07137214;Löf;4;1;0;0;3
07137215;Macken;-;0;0;0;0
07137216;Mülheim-Kärlich, Stadt;31;-1;-3;6;29
07137217;Niederfell;-;0;0;0;0
07137218;Niederwerth;2;0;0;1;1
07137219;Nörtershausen;2;0;0;0;2
07137220;Oberfell;-1;0;-2;0;1
07137221;Rhens, Stadt;11;3;2;1;5
07137222;Sankt Sebastian;3;1;0;1;1
07137223;Spay;7;1;0;2;4
07137224;Urbar;12;0;1;0;11
07137225;Urmitz;5;0;-1;3;3
07137226;Vallendar, Stadt;22;17;-1;1;5
07137227;Waldesch;-;0;0;0;0
07137228;Weißenthurm, Stadt;14;0;0;1;13
07137229;Weitersburg;5;0;0;0;5
07137230;Winningen;16;3;4;-1;10
07137231;Wolken;-;0;0;0;0
07137501;Münstermaifeld, Stadt;4;0;0;0;4
07137504;Lehmen;1;0;1;0;0
07138002;Anhausen;-;0;0;0;0
07138003;Asbach;28;0;3;-3;28
07138004;Bad Hönningen, Stadt;-3;-8;0;2;3
07138005;Bonefeld;2;0;0;1;1
07138006;Breitscheid;1;0;0;1;0
07138007;Hausen (Wied);7;1;0;0;6
07138008;Bruchhausen;-;0;0;0;0
07138009;Dattenberg;2;0;0;0;2
07138010;Datzeroth;1;0;0;-1;2
07138011;Dernbach;-;0;0;0;0
07138012;Dierdorf, Stadt;5;0;2;-1;4
07138013;Döttesfeld;-;0;0;0;0
07138014;Dürrholz;2;0;0;1;1
07138015;Ehlscheid;7;1;0;1;5
07138019;Erpel;6;1;1;0;4
07138023;Großmaischeid;4;0;0;0;4
07138024;Hammerstein;-;0;0;0;0
07138025;Hanroth;-;0;0;0;0
07138026;Hardert;-;0;0;0;0
07138027;Harschbach;-;0;0;0;0
07138030;Hümmerich;2;0;0;1;1
07138031;Isenburg;-;0;0;0;0
07138034;Kleinmaischeid;5;0;0;0;5
07138036;Kurtscheid;-;0;0;0;0
07138037;Leubsdorf;1;0;0;0;1
07138038;Leutesdorf;-;0;0;0;0
07138040;Linkenbach;1;0;0;1;0
07138041;Linz am Rhein, Stadt;4;0;0;1;3
07138042;Meinborn;-;0;0;0;0
07138043;Melsbach;-;0;0;0;0
07138044;Neustadt (Wied);10;0;0;1;9
07138045;Neuwied, Stadt;45;0;3;10;32
07138047;Niederbreitbach;4;0;0;2;2
07138048;Niederhofen;-;0;0;0;0
07138050;Niederwambach;1;0;0;0;1
07138052;Oberdreis;-;0;0;0;0
07138053;Oberhonnefeld-Gierend;2;0;0;1;1
07138054;Oberraden;-;0;0;0;0
07138055;Ockenfels;2;0;1;0;1
07138057;Puderbach;2;0;0;-2;4
07138058;Ratzert;-;0;0;0;0
07138059;Raubach;3;1;0;0;2
07138061;Rengsdorf;3;0;0;0;3
07138062;Rheinbreitbach;4;1;0;1;2
07138063;Rheinbrohl;3;0;0;0;3
07138064;Rodenbach bei Puderbach;2;0;0;0;2
07138065;Roßbach;6;0;1;0;5
07138066;Rüscheid;3;0;0;0;3
07138068;St. Katharinen (Landkreis Neuwied);5;0;0;2;3
07138069;Stebach;-;0;0;0;0
07138070;Steimel;5;0;1;2;2
07138071;Straßenhaus;23;15;4;0;4
07138072;Thalhausen;1;0;0;1;0
07138073;Unkel, Stadt;6;0;0;-1;7
07138074;Urbach;2;0;0;0;2
07138075;Vettelschoß;17;0;4;1;12
07138076;Waldbreitbach;10;0;9;0;1
07138077;Windhagen;6;0;0;1;5
07138078;Woldert;-;0;0;0;0
07138080;Buchholz (Westerwald);20;-1;3;4;14
07138201;Marienhausen;-;0;0;0;0
07138501;Kasbach-Ohlenberg;-;0;0;0;0
07140001;Alterkülz;1;0;0;0;1
